step,time,raw_score,std_score,human_normalized_score
1000000,9645.62429189682,280.0,60.0,0.8735168646688385
2000000,19780.38949751854,255.0,50.99019513592785,0.6854210712431626
3000000,29962.366234779358,435.0,81.54753215150045,2.039710783908029
4000000,39891.80567765236,760.0,25.495097567963924,4.484956098441815
5000000,49659.09468650818,905.0,323.80549717384355,5.575911700310734
6000000,59050.05254817009,1880.0,1680.4314922066892,12.911647643912092
7000000,68556.03820848465,1235.0,1333.4729093611163,8.058776173529655
8000000,78682.44152402878,2840.0,1621.0027760617809,20.134526111458044
9000000,89041.61123108864,3830.0,1459.0579152316059,27.583119531114804
10000000,98789.55426335335,1745.0,1684.9629076036065,11.895930359413441
