step,time,raw_score,std_score,human_normalized_score
1000000,9278.60738492012,160.0,12.24744871391589,-0.02934294377440547
2000000,19674.50058054924,445.0,310.4029639033751,2.1149491012782993
3000000,29979.964579105377,380.0,210.0,1.6259000383715416
4000000,40269.92041182518,515.0,12.24744871391589,2.641617322870191
5000000,50549.45861530304,1095.0,257.0992026436488,7.005439730345871
6000000,61021.7877240181,3125.0,1940.4896289338935,22.278818156510745
7000000,71848.60000038147,430.0,91.37833441248533,2.0020916252228935
8000000,82432.30914020538,2730.0,1607.0469812671936,19.30690462038507
9000000,92869.23543691635,2285.0,1605.1946922414115,15.958799497408037
10000000,103361.53965163231,3505.0,1370.6202975295528,25.137874216581018
