step,time,raw_score,std_score,human_normalized_score
1000000,8731.371987581253,104.0,8.0,0.0847895623096105
2000000,18204.85127568245,256.0,54.258639865002145,0.4468124126203071
3000000,27714.05734205246,352.0,76.52450587883597,0.6754584233428524
4000000,37220.94271349907,340.0,146.424041741785,0.6468776720025343
5000000,46729.202563762665,668.0,92.6066952223218,1.4280848753045638
6000000,56336.8396923542,816.0,88.90444308357148,1.780580808501821
7000000,65689.48845148087,872.0,41.182520563948,1.9139576480899725
8000000,75248.40979385376,800.0,140.85453489327207,1.7424731400480633
9000000,84794.53976869583,844.0,23.323807579381203,1.8472692282958967
10000000,94391.56486582756,840.0,17.88854381999832,1.8377423111824573
11000000,103824.18960928917,860.0,70.42726744663604,1.8853768967496545
12000000,113344.36794137955,844.0,34.40930106817051,1.8472692282958967
13000000,122806.72856473923,800.0,92.0869154657707,1.7424731400480633
14000000,132290.0033273697,740.0,108.07404868885037,1.5995693833464726
15000000,141751.49933862686,772.0,121.72099243762351,1.675784720253988
16000000,151196.54630494118,840.0,33.46640106136302,1.8377423111824573
17000000,160590.51882195473,744.0,88.90444308357148,1.6090963004599124
18000000,169928.88549470901,872.0,67.64613810115105,1.9139576480899725
19000000,179306.01827836037,896.0,19.595917942265423,1.9711191507706087
20000000,188754.41283893585,820.0,130.23056476879765,1.7901077256152604
21000000,198226.25513768196,912.0,37.094473981982816,2.009226819224366
22000000,207739.65640425682,816.0,94.99473669630333,1.780580808501821
23000000,217231.90877580643,884.0,8.0,1.9425383994302905
24000000,226532.720174551,852.0,95.16301802696255,1.8663230625227754
25000000,236102.72157645226,824.0,109.83624174196785,1.7996346427286998
26000000,245577.44349646568,848.0,43.08131845707603,1.856796145409336
27000000,255087.99517059326,840.0,89.44271909999159,1.8377423111824573
28000000,264639.6628432274,872.0,67.64613810115105,1.9139576480899725
29000000,274376.0273165703,896.0,8.0,1.9711191507706087
30000000,283804.111533165,864.0,63.74950980203691,1.8949038138630938
