step,time,raw_score,std_score,human_normalized_score
1000000,9444.211857318878,0.0,0.0,-5.902777777777778
2000000,19331.495815753937,0.0,0.0,-5.902777777777778
3000000,29059.921802282333,0.0,0.0,-5.902777777777778
4000000,38378.76706266403,11.2,2.315167380558045,32.98611111111111
5000000,48280.09682512283,6.0,0.8944271909999159,14.930555555555555
6000000,58257.8027176857,36.0,12.09958676980334,119.09722222222221
7000000,68210.17385959625,47.2,26.776108753887296,157.98611111111111
8000000,78050.21807956696,66.6,15.291827882892221,225.3472222222222
9000000,87861.53135251999,66.6,27.339348931530903,225.3472222222222
10000000,98081.2374868393,44.6,33.60119045510144,148.95833333333331
